,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
1120483,2017-05-10 10:56:12,2017-05-10 11:09:27,795.421,Harvard St & Adams Mill Rd NW,17th St & Massachusetts Ave NW,Subscriber
314832,2017-02-19 17:18:00,2017-02-19 17:47:00,1754.8339999999998,Lincoln Memorial,Eads St & 15th St S,Customer
221201,2017-02-07 16:33:00,2017-02-07 16:52:00,1165.549,17th & G St NW,1st & Rhode Island Ave NW,Subscriber
726377,2017-04-08 04:42:13,2017-04-08 05:08:07,1554.42,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Dr & 14th St SW,Customer
397787,2017-02-28 13:40:00,2017-02-28 13:57:00,1049.474,Adams Mill & Columbia Rd NW,C & O Canal & Wisconsin Ave NW,Subscriber
1279116,2017-05-25 07:55:27,2017-05-25 08:01:03,335.779,19th & L St NW,US Dept of State / Virginia Ave & 21st St NW,Subscriber
1651523,2017-06-24 01:04:04,2017-06-24 01:12:20,496.31,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Memorial,Subscriber
753124,2017-04-10 05:14:53,2017-04-10 05:36:11,1277.963,19th & G St NW,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1703948,2017-06-27 08:27:45,2017-06-27 08:32:49,304.263,25th St & Pennsylvania Ave NW,22nd & P ST NW,Customer
1480200,2017-06-10 07:45:00,2017-06-10 08:08:42,1421.641,11th & S St NW,13th & D St NE,Subscriber
1158816,2017-05-15 06:07:53,2017-05-15 06:21:52,838.5210000000001,3rd & D St SE,M St & New Jersey Ave SE,Subscriber
1320362,2017-05-29 03:39:15,2017-05-29 04:15:08,2153.252,Ballston Metro / N Stuart & 9th St N,Arlington Blvd & N Queen St,Customer
1160692,2017-05-15 07:13:19,2017-05-15 07:24:33,673.828,6th & K St NE,14th St & New York Ave NW,Subscriber
791593,2017-04-12 11:41:13,2017-04-12 12:57:12,4559.46,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Customer
154230,2017-01-28 15:55:00,2017-01-28 17:10:00,4545.914000000001,21st St & Constitution Ave NW,21st St & Constitution Ave NW,Customer
836177,2017-04-15 09:49:47,2017-04-15 10:35:56,2768.765,7th & E St SW,17th & G St NW,Customer
225080,2017-02-07 20:49:00,2017-02-07 20:55:00,381.85699999999997,New York Ave & 15th St NW,17th St & Massachusetts Ave NW,Subscriber
675079,2017-04-03 06:07:08,2017-04-03 06:17:13,604.881,Potomac Ave & 35th St S,Potomac Ave & 35th St S,Subscriber
1273934,2017-05-24 10:58:23,2017-05-24 11:10:29,725.318,M St & New Jersey Ave SE,3rd & H St NW,Subscriber
1281839,2017-05-26 01:02:22,2017-05-26 01:14:06,704.154,Ward Circle / American University,Van Ness Metro / UDC,Subscriber
1317333,2017-05-29 01:12:37,2017-05-29 01:31:50,1153.0430000000001,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Jefferson Memorial,Customer
1248971,2017-05-22 07:03:27,2017-05-22 07:12:18,530.614,Rhode Island Ave Metro,1st & M St NE,Subscriber
1272885,2017-05-24 09:28:32,2017-05-24 09:33:40,307.45,Battery Ln & Trolley Trail,Bethesda Metro,Subscriber
544103,2017-03-21 16:39:00,2017-03-21 16:50:00,663.377,Clarendon Blvd & Pierce St,Fairfax Dr & Kenmore St,Subscriber
447430,2017-03-07 12:13:00,2017-03-07 12:27:00,872.711,N Quincy St & Glebe Rd,Clarendon Blvd & Pierce St,Subscriber
376741,2017-02-25 16:35:00,2017-02-25 16:45:00,624.744,14th & Rhode Island Ave NW,8th & H St NW,Subscriber
1633074,2017-06-22 07:44:34,2017-06-22 07:54:16,581.56,New York Ave & 15th St NW,New York Ave & 15th St NW,Customer
255979,2017-02-12 13:09:00,2017-02-12 13:15:00,360.163,14th & V St NW,15th & P St NW,Subscriber
1110534,2017-05-10 04:20:40,2017-05-10 04:41:36,1256.616,15th & L St NW,4th & East Capitol St NE,Subscriber
1390749,2017-06-03 10:22:55,2017-06-03 10:36:56,841.112,19th St & Constitution Ave NW,22nd & I St NW / Foggy Bottom,Customer
1639867,2017-06-23 02:20:02,2017-06-23 03:00:32,2430.2929999999997,25th St & Pennsylvania Ave NW,31st & Water St NW,Customer
857716,2017-04-17 05:52:50,2017-04-17 06:07:53,902.2669999999999,Old Georgetown Rd & Southwick St,River Rd & Landy Ln,Subscriber
197328,2017-02-04 04:51:00,2017-02-04 05:06:00,923.1139999999999,7th & R St NW / Shaw Library,Columbia Rd & Georgia Ave NW,Subscriber
1641027,2017-06-23 03:59:21,2017-06-23 04:07:12,471.31800000000004,15th & P St NW,11th & M St NW,Subscriber
1362980,2017-06-01 08:57:06,2017-06-01 09:10:09,783.117,13th St & New York Ave NW,11th & F St NW,Customer
351922,2017-02-23 15:54:00,2017-02-23 16:20:00,1608.3020000000001,New York Ave & 15th St NW,8th & H St NW,Customer
241678,2017-02-09 23:22:00,2017-02-09 23:36:00,841.2260000000001,37th & O St NW / Georgetown University,11th & O St NW,Subscriber
973490,2017-04-28 04:41:23,2017-04-28 05:20:36,2353.343,4th & M St SW,7th & E St SW,Customer
402064,2017-03-01 07:39:00,2017-03-01 07:47:00,478.13699999999994,15th & F St NE,Columbus Circle / Union Station,Subscriber
172432,2017-01-31 17:49:00,2017-01-31 17:55:00,364.83099999999996,Massachusetts Ave & Dupont Circle NW,California St & Florida Ave NW,Subscriber
1346723,2017-05-31 07:38:28,2017-05-31 07:43:52,323.438,14th & Belmont St NW,10th & U St NW,Subscriber
601609,2017-03-27 14:06:00,2017-03-27 14:25:00,1146.5919999999999,Potomac & Pennsylvania Ave SE,3rd & Tingey St SE,Subscriber
482596,2017-03-11 10:15:00,2017-03-11 10:41:00,1578.906,Bladensburg Rd & Benning Rd NE,Bladensburg Rd & Benning Rd NE,Subscriber
1556779,2017-06-16 06:32:52,2017-06-16 06:35:16,143.537,N Veitch & Key Blvd,N Veitch  & 20th St N,Customer
453549,2017-03-08 08:09:00,2017-03-08 08:20:00,696.197,Eckington Pl & Q St NE,10th & K St NW,Subscriber
1496032,2017-06-11 10:02:17,2017-06-11 10:09:09,411.78,14th & Irving St NW,Georgia & New Hampshire Ave NW,Subscriber
1259214,2017-05-23 07:54:51,2017-05-23 08:11:59,1028.6,Court House Metro / 15th & N Uhle St ,19th St & Constitution Ave NW,Subscriber
767141,2017-04-11 05:20:54,2017-04-11 05:30:25,570.768,Rhode Island Ave Metro,1st & M St NE,Subscriber
344684,2017-02-22 19:53:00,2017-02-22 20:01:00,451.986,4th & E St SW,Columbus Circle / Union Station,Subscriber
1229969,2017-05-20 11:04:54,2017-05-20 11:24:05,1150.818,Jefferson Memorial,Jefferson Dr & 14th St SW,Customer
865094,2017-04-18 02:10:41,2017-04-18 03:03:00,3138.873,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,Customer
1409488,2017-06-05 05:26:13,2017-06-05 05:36:23,610.261,Eckington Pl & Q St NE,5th & K St NW,Subscriber
1646529,2017-06-23 08:17:55,2017-06-23 08:37:22,1166.943,Georgetown Harbor / 30th St NW,11th & O St NW,Subscriber
739314,2017-04-09 04:11:59,2017-04-09 04:30:59,1140.444,Calvert St & Woodley Pl NW,1st & Rhode Island Ave NW,Subscriber
720998,2017-04-07 11:34:20,2017-04-07 11:40:44,384.066,14th St & New York Ave NW,15th & P St NW,Subscriber
89412,2017-01-18 17:56:00,2017-01-18 18:03:00,374.70300000000003,King St Metro South,Lee Center,Subscriber
1200070,2017-05-18 07:43:25,2017-05-18 08:04:27,1261.656,Massachusetts Ave & Dupont Circle NW,Massachusetts Ave & Dupont Circle NW,Subscriber
482195,2017-03-11 09:06:00,2017-03-11 09:10:00,285.65,14th St & Spring Rd NW,14th & Irving St NW,Subscriber
1702794,2017-06-27 08:00:38,2017-06-27 08:02:32,114.177,3000 Connecticut Ave NW / National Zoo,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
411406,2017-03-02 08:12:00,2017-03-02 08:32:00,1216.567,Lee Hwy & N Cleveland St,13th St & New York Ave NW,Subscriber
680938,2017-04-03 12:13:37,2017-04-03 12:16:14,156.874,21st & M St NW,22nd & I St NW / Foggy Bottom,Subscriber
747019,2017-04-09 11:25:50,2017-04-09 11:54:29,1719.4279999999999,Connecticut Ave & Yuma St NW,Massachusetts Ave & Dupont Circle NW,Customer
651496,2017-04-01 05:54:54,2017-04-01 05:59:47,292.791,Lincoln Park / 13th & East Capitol St NE ,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
11282,2017-01-04 08:52:00,2017-01-04 08:59:00,440.524,21st & M St NW,New York Ave & 15th St NW,Subscriber
1534171,2017-06-14 08:56:32,2017-06-14 09:02:25,352.56800000000004,14th & Belmont St NW,16th & Harvard St NW,Subscriber
820198,2017-04-14 09:23:55,2017-04-14 09:35:16,681.2760000000001,21st St & Pennsylvania Ave NW,8th & D St NW,Subscriber
141853,2017-01-26 17:56:00,2017-01-26 18:02:00,360.332,Massachusetts Ave & Dupont Circle NW,California St & Florida Ave NW,Subscriber
85893,2017-01-18 09:04:00,2017-01-18 09:10:00,349.647,17th & Rhode Island Ave NW,19th St & Pennsylvania Ave NW,Subscriber
94044,2017-01-19 12:32:00,2017-01-19 12:36:00,292.009,21st & M St NW,19th St & Pennsylvania Ave NW,Subscriber
1607604,2017-06-20 08:43:26,2017-06-20 08:46:46,199.65400000000002,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,Subscriber
1686689,2017-06-26 07:04:54,2017-06-26 07:12:02,427.846,11th & Kenyon St NW,New Hampshire Ave & T St NW,Subscriber
354991,2017-02-23 18:21:00,2017-02-23 18:33:00,717.4910000000001,M St & Delaware Ave NE,3rd St & Pennsylvania Ave SE,Subscriber
510015,2017-03-17 11:24:00,2017-03-17 11:38:00,838.2389999999999,25th St & Pennsylvania Ave NW,Metro Center / 12th & G St NW,Subscriber
1221704,2017-05-20 03:28:27,2017-05-20 03:37:56,568.41,17th St & Independence Ave SW,17th & G St NW,Subscriber
728279,2017-04-08 06:31:44,2017-04-08 06:52:31,1247.0819999999999,Henry Bacon Dr & Lincoln Memorial Circle NW,18th & C St NW,Customer
1260998,2017-05-23 09:14:10,2017-05-23 09:19:03,293.034,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,22nd St & Constitution Ave NW,Subscriber
582414,2017-03-25 14:24:00,2017-03-25 14:42:00,1076.56,16th & R St NW,9th & Upshur St NW,Subscriber
6275,2017-01-03 11:26:00,2017-01-03 11:38:00,727.203,15th & P St NW,11th & F St NW,Subscriber
1626030,2017-06-22 01:58:48,2017-06-22 02:15:50,1021.508,21st St & Constitution Ave NW,17th & G St NW,Customer
1230508,2017-05-20 11:30:31,2017-05-20 11:42:26,714.216,14th & Rhode Island Ave NW,3rd & H St NW,Subscriber
230772,2017-02-08 14:49:00,2017-02-08 15:19:00,1793.2679999999998,Henry St & Pendleton St,28th St S & S Meade St,Subscriber
1663239,2017-06-24 11:05:50,2017-06-24 11:30:11,1461.737,17th St & Independence Ave SW,Lincoln Memorial,Subscriber
758109,2017-04-10 07:59:11,2017-04-10 08:03:13,241.924,15th & W St NW,15th & Euclid St  NW,Subscriber
533631,2017-03-20 15:39:00,2017-03-20 15:44:00,354.529,4th & D St NW / Judiciary Square,2nd & G St NE,Subscriber
72288,2017-01-15 16:04:00,2017-01-15 16:19:00,929.498,14th & Irving St NW,M St & Pennsylvania Ave NW,Customer
790616,2017-04-12 10:11:35,2017-04-12 10:30:55,1159.935,3rd & G St SE,19th St & Constitution Ave NW,Subscriber
1420278,2017-06-06 04:55:06,2017-06-06 05:06:34,687.685,New Jersey Ave & R St NW,8th & F St NW,Subscriber
627194,2017-03-29 17:01:00,2017-03-29 17:05:00,246.747,Georgia & New Hampshire Ave NW,14th St & Spring Rd NW,Subscriber
998494,2017-04-29 12:35:18,2017-04-29 12:50:42,924.1310000000001,New Hampshire Ave & T St NW,11th & F St NW,Subscriber
1110791,2017-05-10 04:35:16,2017-05-10 04:49:36,859.942,4th & W St NE,12th & Newton St NE,Subscriber
77760,2017-01-16 18:46:00,2017-01-16 18:52:00,365.124,Wisconsin Ave & Ingomar St NW,Wisconsin Ave & Brandywine St NW,Subscriber
556884,2017-03-22 21:14:00,2017-03-22 21:32:00,1071.508,19th & L St NW,21st & M St NW,Customer
427745,2017-03-04 14:49:00,2017-03-04 15:11:00,1325.658,Jefferson Memorial,14th & G St NW,Customer
213731,2017-02-06 18:02:00,2017-02-06 18:21:00,1150.265,Lincoln Memorial,14th & Rhode Island Ave NW,Subscriber
1159765,2017-05-15 06:39:07,2017-05-15 06:46:52,465.19199999999995,15th & P St NW,20th St & Florida Ave NW,Subscriber
1111930,2017-05-10 05:23:17,2017-05-10 05:42:22,1145.008,8th & H St NW,Potomac & M St NW,Subscriber
1516940,2017-06-13 06:48:11,2017-06-13 07:18:56,1845.1370000000002,Calvert & Biltmore St NW,34th & Water St NW,Customer
1466129,2017-06-09 07:34:32,2017-06-09 07:53:36,1143.9589999999998,4th St & Madison Dr NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
294670,2017-02-18 09:13:00,2017-02-18 09:19:00,336.26,Connecticut Ave & Yuma St NW,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
222471,2017-02-07 17:37:00,2017-02-07 18:04:00,1659.8570000000002,36th & Calvert St NW / Glover Park,10th & Florida Ave NW,Subscriber
1178841,2017-05-16 11:10:38,2017-05-16 11:16:41,363.43699999999995,Powhatan St & Bashford Ln,Braddock Rd Metro,Subscriber
1256731,2017-05-23 05:54:04,2017-05-23 06:05:24,680.555,10th St & L'Enfant Plaza SW,3rd St & Pennsylvania Ave SE,Subscriber
936393,2017-04-24 12:35:31,2017-04-24 12:42:59,448.404,4th & East Capitol St NE,4th & C St SW,Subscriber
828356,2017-04-15 03:48:36,2017-04-15 04:14:28,1552.09,4th St & Madison Dr NW,Georgetown Harbor / 30th St NW,Subscriber
411300,2017-03-02 08:06:00,2017-03-02 08:18:00,725.253,Ballston Metro / N Stuart & 9th St N,Court House Metro / 15th & N Uhle St ,Subscriber
1216020,2017-05-19 10:01:02,2017-05-19 10:27:18,1575.995,5th & Kennedy St NW,20th St & Florida Ave NW,Subscriber
73773,2017-01-15 21:31:00,2017-01-15 21:46:00,905.4839999999999,Georgia & New Hampshire Ave NW,Massachusetts Ave & Dupont Circle NW,Customer
132627,2017-01-25 17:20:00,2017-01-25 17:28:00,501.12,16th & Harvard St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
169351,2017-01-31 10:06:00,2017-01-31 10:10:00,248.78599999999997,Massachusetts Ave & Dupont Circle NW,15th & P St NW,Subscriber
1341651,2017-05-31 03:25:24,2017-05-31 03:37:44,739.414,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
1525558,2017-06-14 03:44:58,2017-06-14 03:58:08,790.39,Smithsonian-National Mall / Jefferson Dr & 12th St SW,14th St & New York Ave NW,Customer
276334,2017-02-15 12:54:00,2017-02-15 14:07:00,4354.825,4th St & Madison Dr NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1510154,2017-06-12 10:38:34,2017-06-12 10:40:59,144.628,Massachusetts Ave & Dupont Circle NW,18th & R St NW,Subscriber
118876,2017-01-23 19:14:00,2017-01-23 19:19:00,295.286,15th & P St NW,15th & L St NW,Subscriber
29740,2017-01-07 16:29:00,2017-01-07 16:35:00,392.135,8th & O St NW,12th & L St NW,Subscriber
121519,2017-01-24 09:16:00,2017-01-24 09:19:00,177.40099999999998,Tenleytown / Wisconsin Ave & Albemarle St NW,39th & Veazey St NW,Subscriber
1741726,2017-06-30 05:24:47,2017-06-30 05:33:44,536.568,Metro Center / 12th & G St NW,North Capitol St & F St NW,Subscriber
908357,2017-04-21 06:48:00,2017-04-21 08:01:43,4423.041,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
49175,2017-01-11 20:10:00,2017-01-11 20:13:00,149.579,Ballston Metro / N Stuart & 9th St N,Utah St & 11th St N ,Subscriber
1744262,2017-06-30 07:08:30,2017-06-30 07:11:44,193.87400000000002,15th & East Capitol St NE,14th & D St SE,Subscriber
563185,2017-03-23 17:44:00,2017-03-23 17:48:00,269.77099999999996,Potomac Greens Dr & Slaters Ln,Braddock Rd Metro,Subscriber
872147,2017-04-18 07:21:31,2017-04-18 07:35:34,842.565,New Jersey Ave & R St NW,8th & D St NW,Subscriber
1359557,2017-06-01 07:15:09,2017-06-01 07:27:32,742.9730000000001,18th St & Wyoming Ave NW,11th & S St NW,Subscriber
25533,2017-01-06 13:36:00,2017-01-06 13:39:00,139.616,Tenleytown / Wisconsin Ave & Albemarle St NW,39th & Veazey St NW,Subscriber
1627973,2017-06-22 04:48:10,2017-06-22 05:06:55,1125.557,20th & E St NW,14th & Rhode Island Ave NW,Customer
1097337,2017-05-09 03:34:44,2017-05-09 03:40:14,329.105,18th & R St NW,21st & M St NW,Subscriber
364131,2017-02-24 15:21:00,2017-02-24 15:50:00,1771.4229999999998,Henry Bacon Dr & Lincoln Memorial Circle NW,Iwo Jima Memorial/N Meade & 14th St N,Customer
447346,2017-03-07 12:00:00,2017-03-07 12:18:00,1031.922,5th & F St NW,14th & Girard St NW,Subscriber
1249625,2017-05-22 07:42:17,2017-05-22 07:54:01,704.4110000000001,11th & Kenyon St NW,10th & K St NW,Subscriber
83966,2017-01-17 22:34:00,2017-01-17 22:41:00,419.68300000000005,16th & K St NW,17th & Corcoran St NW,Subscriber
1496473,2017-06-11 10:29:14,2017-06-11 11:10:48,2493.445,Jefferson Dr & 14th St SW,4th & E St SW,Customer
188137,2017-02-02 17:16:00,2017-02-02 17:20:00,263.22900000000004,New Hampshire Ave & T St NW,17th & Rhode Island Ave NW,Subscriber
1429516,2017-06-06 09:53:44,2017-06-06 10:02:37,532.673,15th & K St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1419609,2017-06-06 04:14:23,2017-06-06 04:24:18,595.1569999999999,11th & F St NW,New Jersey Ave & R St NW,Subscriber
576075,2017-03-25 09:30:00,2017-03-25 09:47:00,1064.403,15th & East Capitol St NE,New York Ave & Hecht Ave NE,Subscriber
1504981,2017-06-12 06:54:33,2017-06-12 07:34:51,2417.966,8th & F St NW,19th & K St NW,Customer
898245,2017-04-20 07:57:16,2017-04-20 08:11:15,838.8639999999999,15th St & Massachusetts Ave SE,5th & F St NW,Subscriber
716282,2017-04-07 05:32:00,2017-04-07 05:43:42,701.865,19th & K St NW,Adams Mill & Columbia Rd NW,Subscriber
226504,2017-02-08 07:25:00,2017-02-08 07:42:00,1022.572,Bladensburg Rd & Benning Rd NE,Benning Rd & East Capitol St NE / Benning Rd Metro,Subscriber
807919,2017-04-14 01:00:14,2017-04-14 01:33:33,1998.9370000000001,Jefferson Dr & 14th St SW,Constitution Ave & 2nd St NW/DOL,Customer
1035848,2017-05-02 11:06:59,2017-05-02 11:24:40,1061.393,M St & New Jersey Ave SE,19th & East Capitol St SE,Subscriber
819783,2017-04-14 09:04:21,2017-04-14 09:30:10,1548.568,1st & D St SE,4th St & Madison Dr NW,Customer
228902,2017-02-08 10:19:00,2017-02-08 10:34:00,921.8689999999999,Needwood Rd & Eagles Head Ct,Montgomery College/W Campus Dr & Mannakee St,Subscriber
270946,2017-02-14 17:49:00,2017-02-14 17:56:00,464.155,18th & M St NW,8th & O St NW,Subscriber
1112132,2017-05-10 05:29:17,2017-05-10 05:53:58,1480.247,Eckington Pl & Q St NE,Henry Bacon Dr & Lincoln Memorial Circle NW,Subscriber
1635066,2017-06-22 08:41:54,2017-06-22 10:06:27,5073.201,USDA / 12th & Independence Ave SW,USDA / 12th & Independence Ave SW,Customer
878637,2017-04-19 02:08:53,2017-04-19 02:17:40,526.977,Fairfax Dr & Kenmore St,Pershing & N George Mason Dr,Customer
669669,2017-04-02 12:22:10,2017-04-02 12:29:59,469.791,8th & H St NW,14th & Rhode Island Ave NW,Subscriber
668190,2017-04-02 11:06:29,2017-04-02 11:18:03,694.6610000000001,5th St & Massachusetts Ave NW,18th & M St NW,Subscriber
695969,2017-04-05 03:41:26,2017-04-05 05:20:01,5914.819,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,17th & G St NW,Customer
430393,2017-03-05 05:52:00,2017-03-05 05:55:00,170.65099999999998,11th & M St NW,17th & Rhode Island Ave NW,Subscriber
165966,2017-01-30 18:42:00,2017-01-30 18:52:00,594.179,14th St & New York Ave NW,23rd & E St NW ,Subscriber
509425,2017-03-17 09:11:00,2017-03-17 09:19:00,459.819,Washington & Independence Ave SW/HHS,North Capitol St & G Pl NE,Subscriber
1462018,2017-06-09 05:00:16,2017-06-09 05:16:50,993.5039999999999,10th & G St NW,11th & Kenyon St NW,Subscriber
733421,2017-04-08 12:27:17,2017-04-08 12:51:50,1472.918,Adams Mill & Columbia Rd NW,13th & H St NE,Subscriber
1462145,2017-06-09 05:05:50,2017-06-09 05:11:54,363.976,Park Rd & Holmead Pl NW,Georgia Ave and Fairmont St NW,Subscriber
774465,2017-04-11 08:55:55,2017-04-11 08:58:49,173.90099999999998,Tenleytown / Wisconsin Ave & Albemarle St NW,39th & Veazey St NW,Subscriber
165009,2017-01-30 17:27:00,2017-01-30 17:44:00,1008.6339999999999,1st & H St NW,14th & V St NW,Subscriber
259109,2017-02-12 21:52:00,2017-02-12 22:04:00,732.2560000000001,Key Blvd & N Quinn St,M St & Pennsylvania Ave NW,Subscriber
360535,2017-02-24 09:48:00,2017-02-24 10:12:00,1433.9720000000002,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1432209,2017-06-07 02:08:36,2017-06-07 02:20:42,726.405,15th & P St NW,14th & D St NW / Ronald Reagan Building,Subscriber
1402369,2017-06-04 09:06:05,2017-06-04 09:08:54,169.36,California St & Florida Ave NW,18th & R St NW,Subscriber
754074,2017-04-10 05:44:33,2017-04-10 05:56:03,690.2439999999999,8th & F St NW,2nd & G St NE,Subscriber
1636502,2017-06-22 09:44:44,2017-06-22 09:51:12,387.254,S Glebe & Potomac Ave,Crystal City Metro / 18th & Bell St,Subscriber
382191,2017-02-26 14:53:00,2017-02-26 15:04:00,629.636,14th & R St NW,Florida Ave & R St NW,Customer
325946,2017-02-20 18:20:00,2017-02-20 18:28:00,435.741,Georgia Ave and Fairmont St NW,8th & O St NW,Subscriber
1176451,2017-05-16 08:41:29,2017-05-16 08:46:41,311.295,15th & P St NW,16th & K St NW,Subscriber
615811,2017-03-28 17:41:00,2017-03-28 17:45:00,206.25799999999998,Walter Reed Community Center / Walter Reed Dr & 16th St S,Columbia Pike & S Walter Reed Dr,Customer
1284325,2017-05-26 03:31:05,2017-05-26 03:58:25,1639.588,Eastern Market / 7th & North Carolina Ave SE,20th & L St NW,Subscriber
1286418,2017-05-26 05:15:07,2017-05-26 05:51:18,2171.514,Lynn & 19th St North,1st & K St SE,Customer
310235,2017-02-19 14:05:00,2017-02-19 14:46:00,2474.875,15th & P St NW,Harvard St & Adams Mill Rd NW,Subscriber
449184,2017-03-07 16:12:00,2017-03-07 16:21:00,551.461,New York Ave & 15th St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
1023614,2017-05-01 12:56:42,2017-05-01 01:03:09,386.50800000000004,17th St & Massachusetts Ave NW,17th & G St NW,Subscriber
386281,2017-02-27 08:16:00,2017-02-27 08:24:00,426.8,Connecticut & Nebraska Ave NW,Van Ness Metro / UDC,Subscriber
1688856,2017-06-26 08:07:04,2017-06-26 08:14:41,456.72,18th St & Wyoming Ave NW,14th & Irving St NW,Subscriber
1571787,2017-06-17 08:46:54,2017-06-17 08:50:21,207.09400000000002,Court House Metro / 15th & N Uhle St ,Clarendon Blvd & Pierce St,Subscriber
1234802,2017-05-21 03:11:44,2017-05-21 03:43:40,1915.8010000000002,14th & R St NW,18th St & Wyoming Ave NW,Customer
663764,2017-04-02 06:08:05,2017-04-02 07:43:29,5723.78,13th & H St NE,13th & H St NE,Customer
1536623,2017-06-14 11:56:37,2017-06-14 12:00:21,223.644,17th & G St NW,20th & E St NW,Subscriber
1032893,2017-05-02 08:18:25,2017-05-02 08:33:38,912.235,11th & Kenyon St NW,M St & Pennsylvania Ave NW,Subscriber
375271,2017-02-25 13:33:00,2017-02-25 13:49:00,972.581,New York Ave & 15th St NW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Subscriber
1046570,2017-05-03 08:42:44,2017-05-03 08:48:30,346.30800000000005,6th & K St NE,North Capitol St & F St NW,Subscriber
568599,2017-03-24 12:44:00,2017-03-24 13:05:00,1269.106,Battery Ln & Trolley Trail,Friendship Blvd & Willard Ave,Subscriber
1451229,2017-06-08 07:16:05,2017-06-08 07:34:06,1081.615,Georgetown Harbor / 30th St NW,12th & U St NW,Subscriber
1167651,2017-05-16 03:20:38,2017-05-16 03:33:38,779.9789999999999,S Joyce & Army Navy Dr,S Joyce & Army Navy Dr,Subscriber
986692,2017-04-29 02:40:23,2017-04-29 02:49:11,527.246,Clarendon Metro / Wilson Blvd & N Highland St,Lee Hwy & N Adams St,Subscriber
743583,2017-04-09 07:45:21,2017-04-09 08:05:16,1195.479,17th & G St NW,Jefferson Memorial,Customer
1490419,2017-06-11 03:48:05,2017-06-11 05:24:55,5809.5019999999995,Lincoln Memorial,18th & C St NW,Customer
667274,2017-04-02 10:11:52,2017-04-02 10:16:23,270.211,Duke St & John Carlyle St,Eisenhower Ave & Mill Race Ln,Subscriber
1381911,2017-06-03 02:15:37,2017-06-03 04:17:23,7305.473000000001,4th & C St SW,15th & K St NW,Customer
449302,2017-03-07 16:24:00,2017-03-07 16:35:00,673.1510000000001,Clarendon Blvd & N Fillmore St,Arlington Blvd & Fillmore St,Subscriber
526355,2017-03-19 15:20:00,2017-03-19 15:57:00,2214.104,Columbus Circle / Union Station,Lincoln Memorial,Customer
1037174,2017-05-03 01:20:02,2017-05-03 01:29:05,543.606,Thomas Circle,19th & L St NW,Subscriber
1740144,2017-06-30 04:08:02,2017-06-30 04:13:14,312.413,39th & Veazey St NW,Connecticut & Nebraska Ave NW,Customer
1072805,2017-05-06 09:08:27,2017-05-06 09:11:19,171.122,14th & Belmont St NW,12th & U St NW,Subscriber
554238,2017-03-22 17:15:00,2017-03-22 17:19:00,253.99099999999999,Clarendon Blvd & N Fillmore St,Lee Hwy & N Kirkwood Rd,Subscriber
756245,2017-04-10 06:54:15,2017-04-10 06:58:17,242.19799999999998,California St & Florida Ave NW,17th & Corcoran St NW,Subscriber
828811,2017-04-15 04:04:25,2017-04-15 04:50:24,2759.248,23rd & E St NW ,14th & Rhode Island Ave NW,Customer
1044550,2017-05-03 07:41:15,2017-05-03 07:52:27,672.054,6th & H St NE,Lincoln Park / 13th & East Capitol St NE ,Subscriber
1247107,2017-05-22 05:38:28,2017-05-22 05:54:40,972.477,Good Hope Rd & MLK Ave SE,13th & D St NE,Subscriber
1131688,2017-05-12 11:22:00,2017-05-12 11:46:50,1490.2720000000002,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,Lincoln Memorial,Subscriber
584333,2017-03-25 15:35:00,2017-03-25 15:53:00,1026.93,19th St & Pennsylvania Ave NW,Massachusetts Ave & Dupont Circle NW,Subscriber
796668,2017-04-13 05:16:18,2017-04-13 05:21:06,287.51099999999997,2nd St & Massachusetts Ave NE,Columbus Circle / Union Station,Subscriber
783474,2017-04-12 06:00:49,2017-04-12 06:12:33,703.563,14th & D St NW / Ronald Reagan Building,8th & D St NW,Customer
